Article_Code,Article_Name,Buyer_Reference,Article_Category
T0001690,.-CFMR-3* DAV3JLB83 EF/DAV3LH6 EF PBR 2D GREEN-F KENSIN N-ANTI P-TOP REVERSE SLSTC-531-ZIPPER-NO.3 POLYESTER COIL ZIPPER MOVABLE RIGHT INSERT WITH AUTOMATIC LOCK REVERSE SLIDER,,Trims
T0001691,".-CFC-36 DABJLB83 EF PBR2D BTM-0 GREEN-F KENN-A P-TOP REVERSE SLS516-ZIPPER-NO.3 COIL, C/E, REVERSED JLB83, NO BOTTOM STOP",,Trims
T0001692,".-CFC-36 DABJLB83 EF PBR2D BTM-0 GREEN-F KENN-A P-TOP REVERSE SLS345-ZIPPER-NO.3 COIL, C/E, REVERSED JLB83, NO BOTTOM STOP",,Trims
T0001693,TS-ZP173-CORD PULLER-TS-ZP173 FW21 STRING PULLER SKI,,Trims
T0001694,COR0202/0049-.-CORD-POLYESTER FLAT CORD 5MM WITH PLASTIC CORD END END0049,,Trims
T0001695,TAP61EE0121.35-.-ELASTIC-WOLLY SPANDEX WOVEN TAPE 35MM,,Trims
T0001696,TAP61EE0121.40-.-ELASTIC-WOLLY SPANDEX WOVEN TAPE 40MM,,Trims
T0001697,TAG4378-.-HANGTAG-INSIDE - MEDIUM (STORY ON SS) 35X102MM,,Trims
T0001698,"PP-PIRRO-.-RIB-100% POLYESTER 1X1 KINT RIB, PIRRO STYLE",,Trims
T0001699,"PP-THO-.-RIB-100% POLYESTER 1X1 KINT RIB, THORINE STYLE",,Trims
T0001700,"PP-TOM-.-RIB-100% POLYESTER 1X1 KINT RIB, TOM STYLE",,Trims
T0001701,CZT10C-39-DSVJLB41A X6 R12JH CZT10C-39 DSVJLB41A X6 R12JH T-B-0-COIL ZIPPER-NO 3 POLYESTER COIL WATER REPELLENT ZIPPER CLOSED END WITH SEMI AUTOMATIC LOCK REVERSE SLIDER,,Trims
T0001702,".-LC-PRT160-PRINT-LOGO J.LINDEBERG PRINT 16CM, RUBBER PRINT",,Trims
T0001703,CHC-36-DA4JLB85 EF PBR0D BTM-0 GREEN-F KENSIN N-ANTI P-TOP-COIL ZIPPER-NO.3 POLYESTER HIDDEN ZIPPER CLOSED END WITH AUTOMATIC LOCK SLIDER,,Trims
T0001704,WT-0827-Y-50% POLYESTER 30% NYLON 20% SPANDEX-ELASTIC-Y-SHAPE ELASTIC TAPE 50MM,,Trims
T0001705,CFC-36-DABJLB83 EF PBR2D GREEN-F KENSIN N-ANTI REVERSE T-B-0-COIL ZIPPER-NO.3 POLYESTER COIL ZIPPER CLOSED END WITH AUTOMATIC LOCK REVERSE SLIDER,,Trims
T0001706,JLPB14MMFH-21-.-.-14MM DOMED RING-SPRING PRESS BUTTON,,Trims
T0001707,"LC-PRT80-.-PRINT-LOGO BRIDGE PRINT 80MM, RUBBER PRINT",,Trims
T0001708,50090-.-BUTTON-4-HOLE-16MM,,Trims
T0001709,90154-BULK-STICKER-LARGE 50X100 MM,,Trims
T0001710,90160-.-HANGTAG-SINGLE TAG; LARGE (60*130MM),,Trims
T0001711,.-.-EMBROIDERY-ROHNISCH LOGO-7.5CM,,Trims
T0001712,".-LC-PRT120-PRINT-LOGO J.LINDEBERG PRINT 12CM, RUBBER PRINT",,Trims
T0001713,".-WT-0827-Y-ELASTIC-Y SHAPE ELASTIC TAPE 50MM, 50%POLYESTER, 30% NYLON, 20%SPANDEX",,Trims
T0001714,.-6677557-ZIPPER-VSC-51 DF2W E PBR4D GREEN-F KENSIN N-ANTI T-B-0,,Trims
T0001715,.-6824360-ZIPPER-CFC-3* DS5BYG H3/DFBW E PBR2D B-BT-B BTM-0 GREEN-F KENN-A P-TOP REVERSE,,Trims
T0001716,BEA0011_ROW-FAZWW0285Z-BEAD-PLASTIC BEAD- FOR 3MM STRING END,,Trims
T0001717,CARTON STICKER-.-CARTON STICKER-.,,Trims
T0001718,.-ST914-SEAMTAPE-20MM,,Trims
T0001719,P5CE/0006K-NEW 6606438/6652252-VISLON ZIPPER-VSC-56 DA8ONL5 PBR4D GREEN-F KENSIN N-ANTI TB-IPOM,,Trims
T0001720,P5CE/0007K-NEW 6829697/6829698-VISLON ZIPPER-VSC-56 DA8ONL94 PBR4D GREEN-F KENSIN N-ANTI TB-IPOM TWIST4,,Trims
T0001721,P5OE/0007K-6829699/6931530/6931531-VSOR-56 DA8ONL94 PBR4D GREEN-F KENN-A NEWKOB4 OP-NW2P TWIST4,,Trims
T0001722,.-86ETN-72I-VELCRO TAPE-HOOK-20MM,,Trims
T0001723,.-N10576-VELCRO TAPE-LOOP-20MM,,Trims
T0001724,85276-SEAM-RF LABEL-COLOR 9900,,Trims
T0001725,86255-WOVEN-NECK LABEL-44x109MM COLOR 9990,,Trims
T0001726,.-CARTON-CARTON-.,,Trims
T0001727,.-STICKER CARTON-CARTON STICKER-.,,Trims
T0001728,.-GUM TAPE-ADHESIVES TAPE-.,,Trims
T0001729,M17CD498-2MM-100% POLYESTER-CORD-PIPING CORD,,Trims
T0001730,".-JLB83-COIL ZIPPER-Reversed Coil, 5mm, Open end, 2-?Way - TOP PULLER: SMALL LOGO PULLER DIAMOND #5 -?EF finish, BOTTON PULLER: DALH zip puller",,Trims
T0001731,ZIP0050-ZIP0050-VISLON ZIPPER-MOLDED W/ SPRING LOADED PULL- CE,,Trims
T0001732,280MM J.LINDEBERG GOLF-.-PRINT-PRINT RAISE SILICONE,,Trims
T0001733,80MM J.LINDEBERG GOLF-.-PRINT-RAISE SILICONE,,Trims
T0001734,A22381-15-.-VELCRO TAPE-HOOK-15MM,,Trims
T0001735,B28421-15-.-VELCRO TAPE-LOOP-15MM,,Trims
T0001736,LP-000359-000-.-HANGTAG-OLYMPIC,,Trims
T0001737,HEA0084-.-HEAT TRANSFER LABEL-BLACK/WHITE,,Trims
T0001738,ZIP0110-ZIP0110-ZIPPER PULLER-BUNGEE W/ TICKING WITH HEAT SHRINK PULL,,Trims
T0001739,".-YKK-COIL ZIPPER-Coil, 3mm, Closed- end, 1-Way 4. SMALL LOGO PULLER DIAMOND #3 - EF finish",,Trims
T0001740,",-Bottom zipper puller: DALH Puller #3 - EF Finish-VISLON ZIPPER-Vislon, 3mm, Open-end, 2-way Zipper Puller - DAP0588 (YKK) Top zipper puller: 15. FW22 HYPALON ZIP PULLER TEXT LOGO",,Trims
T0001741,".-SABBDZ3INV001 NO 3 INVISIBLE ZIPPER C/E WITH ""BIRD"" SLIDER-ZIPPER-.",,Trims
T0001742,".-WCAW03214HZ010A-02-MA080-630-00-BUTTON-SHANK BUTTON 17MM WITH ""BIRD"" LOGO",,Trims
T0001743,07227-MAPF1 GR63-BADGE-EMBROIDERED 63 BADGE WITH EMBROIDERED EDGE,,Trims
T0001744,05067-MAPF1 1K-BADGE-TEAM LOGO RECYCLE BADGE 25X68MM,,Trims
T0001745,00658-MAPM F1-LABEL-MAIN LABEL,,Trims
T0001746,00901-MAPM F1-SIZE LABEL-.,,Trims
T0001747,00662-MAPF1-MAIN HANGTAG-.,,Trims
T0001748,ARTICLE STICKER-35X35MM-HANGTAG STICKER-.,,Trims
T0001749,POLY BAG STICKER-45X45MM-POLYBAG STICKER-.,,Trims
T0001750,HOLOGRAM STICKER-22X17MM-HANGTAG STICKER-.,,Trims
T0001751,CHINA HANG TAG-60X65MM-HANGTAG-.,,Trims
T0001752,CNC LABEL-.-LABEL-.,,Trims
T0001753,.-DECO FILM-DECOFILM-.,,Trims
T0001754,5378-DECO FILM 3MM-DECOFILM-.,,Trims
T0001755,".-CRC-39-ROH363(S79)-COIL ZIPPER-NO.3 REVERSE, CLOSED END, SEMI-AUTOLOCK SLIDER WITH 6107ROH363 PULLER IN (S79) FINISHING",,Trims
T0001756,VEL0001-VEL0001.20X40-VELCRO-20X40MM,,Trims
T0001757,LAB1103-.-LABEL-HEAT TRANSFER SILICONE REFLECTIVE WAVE LOGO,,Trims
T0001758,TEX21-.-THREAD-FILAMENT,,Trims
T0001759,.-3968944-ZIPPER-CHC-31 DFCR5 E PBR0D GREEN-F,,Trims
T0001760,.-REV3002-CORD PULLER-PULLERBAND WITH SILICON END 1.5MM 2 COL,,Trims
T0001761,.-SABRVW007-ELASTIC-ELASTIC FLAT 20MM,,Trims
T0001762,.-REV2008-LABEL-RVRC TAB 20MM 20*30(60)MM,,Trims
T0001763,.-REV036-0A1&REV036-0B-BUTTON-SNAP BUTTON PART A&B,,Trims
T0001764,.-REV036-0C&REV036-0D-BUTTON-SNAP BUTTON PART C&D,,Trims
T0001765,.-REV036-WASH-WASHER JX01-WASHER,,Trims
T0001766,.-REV10199-018-STOPPER-STOPPER POM MATERIAL IRON SPRING,,Trims
T0001767,.-REV05499-DRAWCORD-ELASTIC CORD 2.5MM,,Trims
T0001768,.-REV024-STOPPER-LOGO LOCKER 15MMX5.7MM,,Trims
T0001769,.-6008581-ZIPPER-VSC-56 DA86 E PBR4D GREEN-F KENSIN N-ANTI TB-IPOM,,Trims
T0001770,TEYELET GENERIC EYELET-SABHLLHJS002-EYELET-TEYELET GENERIC EYELET,,Trims
T0001771,".-REFLECTIVE HEAT TRANSFER 24CMX0,3CM-HEAT TRANSFER LABEL-.",,Trims
T0001772,.-3588146-ZIPPER-CFC-39 DS5BYG H3 PBR2D GREEN-F KENSIN N-ANTI REVERSE T-B-0,,Trims
T0001773,"3588301-COIL ZIPPER NO. 5, DA8-DTM , CE CIFC-56 DA86 E PBR6D GREEN-F KENSIN N-ANTI P-TB-COIL ZIPPER-NO. 5 COIL ZIPPER CE",,Trims
T0001774,".-3588340-COIL ZIPPER-NO.3 REVERSED COIL ZIPPER , DSBY-H3, CE CFC-39 DS5BYG H3 PBR2D GREEN-F KENSIN N-ANTI P-TB REVERSE",,Trims
T0001775,"8057072-CFC-31 DFW EJ PB12 GREEN-F KENSIN N-ANTI P-TB/ NYLON COIL #3 CE, DFW-DTM",,Trims
T0001776,"3588544 & 3966467-.-COIL ZIPPER-NO.3 COIL ZIPPER , DAO-DTM OPEN END, CFOR-36 DAO E PBR2D GREEN-F KENSIN N-ANTI TO-IPOM",,Trims
T0001777,.-SABDT001-.-BUTTON-4-HOLE- PLASTIC WITH DOITE LOGO 28L/ 18MM,,Trims
T0001778,SABDT013 -2 HOLES PLASTIC-.-BUTTON-WITH DOITE LOGO 30L,,Trims
T0001779,20L/ 12MM PLASTIC-.-BUTTON-4-HOLE-WITH DOITE LOGO,,Trims
T0001780,6cm-.-ELASTIC-.,,Trims
T0001781,6MM-.-POLYESTER TAPE-.,,Trims
T0001782,.-REV-065R-SHANK BUTTON-WITH WASHER,,Trims
T0001783,.-W004ID0-COIL ZIPPER-ZIP COIL #8 W004ID0 O/E (SAB) WITH PULLER W119MEW col#902 ANTIQUE SILVER,,Trims
T0001784,".-INVISIBLE (NORMAL TAPE) 3MM - CLOSE END, SLIDER SIS 02/SPI 02 (INVISIBLE) AUTO LOCK - LARGE HOLE PULL TAB-ZIPPER-.",,Trims
T0001785,.-QQY02-A001A&QQ02-B01A-EYELET-EYELET WITHOUT LOGO 5MM HOLE,,Trims
T0001786,.-REV09499-08-EYELET-EYELET BRASS MATTE SURFACE 8MM,,Trims
T0001787,CFC-39 DSBJLB41A X6 P12 KENSIN N-ANTI REVERSE T-B-0-.-COIL ZIPPER-NO.3 POLYESTER COIL ZIPPER CLOSED-END WITH SEMI-AUTOMATIC LOCK REVERSE SLIDER,,Trims
T0001788,"CIFMR-5* DA8BPUB275 X6/DA8BSY11 X6 PBR6D GREEN-F N-ANTI ND-B REVERSE TM-IPOM-.-COIL ZIPPER-REVERSED COIL# 5, 2-WAY, OPENED-END, RIGHT INSERTS",,Trims
T0001789,"CZT8C-56 DA7BPUB275 X6 R16JH GREEN-F KENSIN N-ANTI REVERSE T-B-0-.-COIL ZIPPER-AQUAGUARD REVERSED COIL#5, CLOSED-END, 1-WAY, ZIPPER PULLER DAP0588 X6 FINISH T-B-0",,Trims
T0001790,"CZT8MR-5* DA7BPUB275 X6/DAG7BBSY11 X6 R16JH GREEN-F N-ANTI ND-B REVERSE TSMPOM7-.-COIL ZIPPER-AQUAGUARD REVERSED COIL#5, OPENED-END, 2-WAY, T8 FINISH, TOP PULLER DAPUB275 X6/ BOTTOM PULLER DA8SY11 X6",,Trims
T0001791,.-REV7002-099-TAPE-REPS TAPE 7 MM RECYCLED POLY,,Trims
T0001792,W119B6W-W119B6W-COIL ZIPPER-COIL#8 W119B6W REVERS.O/E (SAB) WITH PULLER W3111YW COLOR #902 ANTIQUE SILVER,,Trims
T0001793,".-#5-COIL ZIPPER-ZIPPER STOPPER,OPEN END,LEFT INSERT, RIGHT HAND PULLER",,Trims
T0001794,.-TYK-33-ELASTIC-SOFT ELASTIC,,Trims
T0001795,W119B6W-W119B6W-COIL ZIPPER-COIL#5 W119B6W REVERS.O/E (SAB) WITH PULLER W3111YW col#902 ANTIQUE SILVER,,Trims
T0001796,".-#5 NYLON COIL EXPOSED ZIPPER W/ CONCEALED TEETH, PLASTIC STOPPER- DTM-NYLON ZIPPER-ZIPPER PULLER: PPU00150, Open end, Left insert, Right-hand puller",,Trims
T0001797,".-#5 NYLON COIL ZIPPER (KISSING) + ZIPPER STOPPER (Puller PPU00586)-NYLON ZIPPER-Open end, Right insert, Left-hand puller",,Trims
T0001798,".-#5 NYLON COIL KISSING ZIPPER, PLASTIC STOPPER- DTM-NYLON ZIPPER-ZIPPER PULL - PPU00150, Open end, Left insert, Right-hand puller",,Trims
T0001799,".-#5 NYLON COIL KISSING ZIPPER, ZIPPER PULL W/ #5 ZIPPER-NYLON ZIPPER-METAL ENAMEL ZIPPER HEAD WITH DTM PLASTIC ZIPPER TEETH/ TAPE ZIPPER PULL - PPU00150, Open end, Right insert, Left-hand puller",,Trims
T0001800,.-6010-MOBILON TAPE-USE FOR SHOULDER SEAM,,Trims
T0001801,.-PUMA N1 LOGO-HEAT TRANSFER LABEL-.,,Trims
T0001802,.-PCA00002-HEAT TRANSFER LABEL-.,,Trims
T0001803,.-PCA00010-HEAT TRANSFER LABEL-.,,Trims
T0001804,.-PCA00031-HEAT TRANSFER LABEL-.,,Trims
T0001805,.-TAB 2301: WOVEN LABEL-MAIN LABEL-.,,Trims
T0001806,.-PSCLUL35180F-CARE LABEL-INTEGRATED LABEL,,Trims
T0001807,.-TAB1693P-HANGTAG-.,,Trims
T0001808,.-TAB 2302-HANGTAG-MULTI SET HANG TAG,,Trims
T0001809,.-Crown sizer - SIZER STRIP-SIZER-.,,Trims
T0001810,.-HANGER FOR TOP-HANGER-.,,Trims
T0001811,.-HANGER FOR BOTTOM-HANGER-.,,Trims
T0001812,.-POLY BAG-POLYBAG-.,,Trims
T0001813,.-MASTER POLY BAG-POLYBAG-.,,Trims
T0001814,.-Astra Tex27-THREAD-.,,Trims
T0001815,.-Grammax Tex18-THREAD-.,,Trims
T0001816,STICKER FOR HANGTAG-TAB 2303-STICKER-.,,Trims
T0001817,STICKER FOR POLY BAG-TAB 2303-STICKER-.,,Trims
T0001818,.-CARTON-CARTON-.,,Trims
T0001819,.-MULTI SET HANGTAG-HANGTAG-.,,Trims
T0001820,.-SUBLIMATED GROSSGRAIN TAPE-GROSSGRAIN TAPE-.,,Trims
T0001821,"CZT10MR-5* DA7BPUB275 X6/DAG7BSY11 X6 R16JH GREEN-F N-ANTI ND-B REVERSE TSMPOM7-.-COIL ZIPPER-AQUAGUARD REVERSED COIL# 5, 2-WAY, OPENED-END, VT10 FINISH, TOP PULLER DAPUB275 , BOTTOM PULLER DA8SY11 X6 FINISH",,Trims
T0001822,"VT10C-36 DAP0588A X6 PBR2D GREEN-F KENSIN N-ANTI TB-IPOM-.-VISLON ZIPPER-AQUAGUARD VISLON #3, CLOSED END, 1 WAY, VT10 MATT FINISH, SLIDER DAP0588, X6 FINISH",,Trims
T0001823,"VT10C-56 DA8PUB275 X6 PBR4D GREEN-F KENSIN N-ANTI TB-IPOM-.-VISLON ZIPPER-AQUAGUARD VISLON #5, CLOSED-END, 1-WAY VT10 MATT FINISH, SLIDER DA8PUB275 X6 FINISH",,Trims
T0001824,"CFC36 DABP0588A X6 PBR2D GREEN-F KENSIN N-ANTI REVERSE T-B-0-.-COIL ZIPPER-REVERSED COIL#3, 1-WAY, CLOSED-END WITH AUTOMATIC LOCK REVERSE SLIDER, T-B-0",,Trims
T0001825,"CIFMR-5* DA8BPUB275 X6/DA8BLH X6 PBR6D GREEN-F N-ANTI ND-B REVERSE-.-COIL ZIPPER-REVERSED NO. 5 POLYESTER COIL ZIPPER, 2-WAY, OPENED-END, MOVABLE RIGHT INSERT WITH AUTOMATIC LOCK REVERSE SLIDER, X6 FINISH",,Trims
T0001826,"CFC-36 DABJLB46 EF PBR2D GREEN-F KENSIN N-ANTI REVERSE T-B-0-.-COIL ZIPPER-REVERSED COIL#3, 1-WAY, CLOSED-END, SLIDER JLB46 EF FINISH",,Trims
T0001827,"CZT8C-36 DAV3P0588A X6 R12JH GREEN-F KENSIN N-ANTI REVERSE T-B-0-.-COIL ZIPPER-AQUAGUARD REVERSED COIL#3, CLOSED- END, T-B-0 X6 FINISH, SLIDER DAP0588",,Trims
T0001828,.-SABBDW011-ELASTIC-ELASTIC TAPE 20MM,,Trims
T0001829,"NRT-8669-SIL-HD-.-HEAT TRANSFER PRINT-J.LINDEBERG TEXT OUTLINE RAISED SILICONE TRANSFER 150MMX17.3MM, THICKNESS 0.3MM",,Trims
T0001830,.-ROHNISCH LOGO-HEAT TRANSFER LABEL-7CM,,Trims
T0001831,L-2000-.-LABEL-PERFORMANCE WOVEN LABEL FOR PRIMALOFT PADDING,,Trims
T0001832,H-2001-.-INSERT HANGTAG-PERFORMANCE HANGTAG FOR PRIMALOFT PADDING ITEM# I-2001,,Trims
T0001833,HT212L-6670-.-HANGTAG-TX SHELL 2L HANGTAG,,Trims
T0001834,.-.-BUTTON-4-HOLE-15MM-RUBBERISED FINISH,,Trims
T0001835,.-.-PRINT-SIZE PRINT 40X6.5MM,,Trims
T0001836,.-.-PRINT-SIZE PRINT20x0.72MM- FLAIRWAY LOGO,,Trims
T0001837,.-.-PRINT-SIZE PRINT20X7.2MM-FLAIRWAY LOGO,,Trims
T0001838,P701-ELASTIC-12MM,,Trims
T0001839,POLYESTER ELASTIC STRING-.-ELASTIC STRING-1MM,,Trims
T0001840,POLYESTER ELASTIC TAPE-.-POLYESTER TAPE-6MM,,Trims
T0001841,POLYESTER ELASTIC TAPE-.-POLYESTER TAPE-42MM,,Trims
T0001842,POLYESTER ELASTIC TAPE-.-POLYESTER TAPE-52MM,,Trims
T0001843,MAIN LABEL DOITE-.-LABEL-5 cm W X 1.5 cm H,,Trims
T0001844,SIZE LABEL DOITE-1 cm W x 3 cm H ( fold)-LABEL-under Main Label,,Trims
T0001845,CARE LABEL DOITE-6 cm H-LABEL-left sideseam,,Trims
T0001846,WOVEN LOGO LABEL DOITE-20 mm W X 26 mm H-LABEL-AT LEFT PKT FLAP,,Trims
T0001847,PVC LABEL DOITE-4 cm W X 2.5 cm H-LABEL-under care label,,Trims
T0001848,HANGTAG-6.3 cm W x 19 cm H-LABEL-AT LEFT PKT FLAP,,Trims
T0001849,BARCODES STICKER-4.5 cm W x 6.2 cm H-HANGTAG STICKER-.,,Trims
T0001850,CARTON STICKER DOITE-.-CARTON STICKER-.,,Trims
T0001851,PRICE TAG DOITE-.-HANGTAG-4.2 CM x 4.2 cm,,Trims
T0001852,MAIN HEAT LABEL DOITE-.-LABEL-CB,,Trims
T0001853,CARE SATIN LABEL DOITE-.-LABEL-INSIDE WB,,Trims
T0001854,WAISTTAG-.-HANGTAG-DOITE,,Trims
T0001855,SPECIAL TAG-.-HANGTAG-DOITE,,Trims
T0001856,MAIN WOVEN LABEL DOITE-.-LABEL-.,,Trims
T0001857,DOITE-CARE SATIN LABEL-LABEL-INSIDE WB,,Trims
T0001858,T-KPDRCN-0228-.-DRAWCORD-FLAT DRAWCORD WITH PLASTIC WRAP TIPS,,Trims
T0001859,REVERSE COIL-.-COIL ZIPPER-#3 REVERSE COIL ZIPPER POCKETS,,Trims
T0001860,HMF23A-07255-A-ART-.-HEAT TRANSFER LABEL-REFLECTIVE HEAT TRANSFER,,Trims
T0001861,JL TEXT PRINT-.-PRINT-.,,Trims
T0001862,HT21TXSD3L-6666-.-HANGTAG-TX SHIELD 3L HANGTAG,,Trims
T0001863,WWS0122-.-ELASTIC BAND-72MM,,Trims
T0001864,.-TQT-DRAWCORD-DRAWCORD @ WAISTBAND,,Trims
T0001865,M22CD6132-.-STRING-3MM,,Trims
T0001866,3093-3093_0.10MIL-ADHESIVES-10MIL-147CM TRANSPARENT COLOR,,Trims
T0001867,"SIZE BILINGUAL WOVEN LABEL-.-LABEL-WHITE SATIN, BLACK LETTER, WIDTH 3CM, PRINTED 2 SIDE, FOLDED",,Trims
T0001868,"CARE BILINGUAL WOVEN LABEL-.-LABEL-WHITE SATIN, BLACK LETTER, WIDTH 3CM, PRINTED 2 SIDE",,Trims
T0001869,LAB6607-LAB6607-3900-NECK LABEL-WOVEN BACK NECK LABEL WITH WOVEN BACKING SIZE 75X90MM,,Trims
T0001870,COSTCO UPC HANGTAG-.-LABEL-PAPER LABEL L*W 3inch x 1.25inch,,Trims
T0001871,COSTCO BARCODE POLYBAG STICKER-.-POLYBAG STICKER-PAPER STICKER L*W 4CM x 6CM,,Trims
T0001872,COSTCO CARTON STICKER-.-CARTON STICKER-PAPER STICKER L*W 3.5INCH x 8INCH,,Trims
T0001873,SUPER DRY SAC 5G NW-DS 5-SILICAGEL-6 KG/CTN (60PCS- 0.3KG NET/ 1 PLASTIC BAG; 1KG-200PCS,,Trims
T0001874,S5OER/0006-6809230-COIL ZIPPER-CIFOR-56 DA8BONL5 E PBR6D GREEN-F KENSIN N-ANTI REVERSE TO-IPOM,,Trims
T0001875,TAP1029-.-POLYESTER TAPE-PRINTED WOVEN TAPE FOR HANGERLOOP 10MM,,Trims
T0001876,TAG9302-OTW-.-HANGTAG-COSTCO OTW HANGTAG SIZE 80X120MM,,Trims
T0001877,TAG5018-.-HANGTAG-REPREVE HANGTAG,,Trims
T0001878,"COSTCO CARE LABEL-BILINGUAL WOVEN LABEL-LABEL-BLACK SATIN, WHITE LETTER, WIDTH 3CM, PRINTED 2 SIDE",,Trims
T0001879,"COSTCO SIZE LABEL-BILINGUAL WOVEN LABEL-LABEL-BLACK SATIN, WHITE LETTER, WIDTH 3CM, PRINTED 2 SIDE, FOLDED",,Trims
T0001880,JLPB14MMFH-?21-DOMED RING SPRING-.-14MM,,Trims
T0001881,M23CD0394-12MM-ELASTIC-ELASTIC BAND,,Trims
T0001882,M23CD0394-32MM-ELASTIC-ELASTIC BAND,,Trims
T0001883,M23CD0394-40MM-ELASTIC-ELASTIC BAND,,Trims
T0001884,M23CD0394-42MM-ELASTIC-ELASTIC BAND,,Trims
T0001885,M23CD0394-72MM-ELASTIC-ELASTIC BAND,,Trims
T0001886,5376-DECOFILM-DECO FILM 3MM THICKNESS 0.08MM,,Trims
T0001887,CHINA STICKER-BULK-STICKER-FOR HANGTAG,,Trims
T0001888,TAG9302_COSTCO-.-HANGTAG-COSTCO TECH TAG WITHOUT FIREWALL INSULATION SIZE 80X120MM,,Trims
T0001889,VEL0001-VEL0001.15X30-VELCRO-15X30MM,,Trims
T0001890,JLF15MM-#206-P-BUTTON-15MM HIDDEN BUTTON,,Trims
T0001891,JLF11.5MM-BUTTON-11.5MM HIDDEN BUTTON W/ 15MM UNDER PART + D PART LOGO,,Trims
T0001892,JL TEXT PRINT-.-PRINT-6.4CMX0.7CM,,Trims
T0001893,3093/0.12MM-.-ADHESIVES-FILM #3093-0.12MM 4.72 MIL WIDTH 147CM,,Trims
T0001894,.-PUMA N1 LOGO-HEAT LABELS-.,,Trims
T0001895,.-WASHER FOR REV065R-WASHER JX01-.,,Trims
T0001896,07652-HSYL314513/42/88.8-ELASTIC-PUMA LOGO,,Trims
T0001897,08409-PMSAB3NL001-COIL ZIPPER-#3 COIL ZIPPER CLOSE AUTO LOCK WITH PULLER,,Trims
T0001898,07790-SYL314554/35/P/13.6-ELASTIC-PUMA LOGO,,Trims
T0001899,"8055072-CFC-36 DA EJ PB12 GREEN-F KENSIN N-ANTI P-TB/ NYLON COIL #3 CE, DA8-DTM",,Trims
T0001900,08228-DOUBLE HANG TAG-HANGTAG-130*85MM,,Trims
T0001901,07734-WOVEN CAT LABEL LASER CUT-LABEL-H70X W37MM,,Trims
T0001902,07735-1916S-5-TAPE-5MM,,Trims
T0001903,"JK7 WOMEN LABEL-.-LABEL-ONEILL WOVEN LABEL WITH SIZE/ GENDER, PRINTED 1 SIDE, FOLDED",,Trims
T0001904,Invisible nylon zipper Pocket DADR2A on tone to body color-3920445-COIL ZIPPER-CHC-36 DA4Q1 E PBR0D GREEN-F KENSIN N-ANTI P-TOP TWIST4,,Trims
T0001905,16MM PLASTIC-.-BUTTON-4-HOLE-WITH DOITE LOGO,,Trims
T0001906,.-.-ELASTIC-ELASTIC BAND 20MM,,Trims
T0001907,"3588394-DADR-DTM enamel dull, CE CIFC-56 DA86 E PBR6D GREEN-F KENSIN N-ANTI P-TB-COIL ZIPPER-CFOR-36 DAODR E PBR2D GREEN-F KENSIN N-ANTI TO-IPOM",,Trims
T0001908,"6080279-DADR-DTM enamel dull, CE CIFC-56 DA86 E PBR6D GREEN-F KENSIN N-ANTI P-TB-COIL ZIPPER-CFOR-36 DAODR E PBR2D GREEN-F KENSIN N-ANTI TO-IPOM",,Trims
T0001909,.-Gross tape 10mm-GROSSGRAIN TAPE-Gross tape 10mm,,Trims
T0001910,"8055061-CFC-36 DABLH6 EJ PB12 GREEN-F KENSIN N-ANTI P-TB REVERSE/ COIL #3 CE, DABLH6-DTM",,Trims
T0001911,.-.-GROSSGRAIN TAPE-.,,Trims
T0001912,.-.-CORD PULLER-.,,Trims
T0001913,.-W01TX50 plastic-CORD PULLER-W01TX50 plastic,,Trims
T0001914,.-W01TNV0-906-EYELET-W01TNV0-906,,Trims
T0001915,.-.-STOPPER-W01SE90 fixed with loop X 4,,Trims
T0001916,"JK7 MEN LABEL-.-LABEL-ONEILL WOVEN LABEL WITH SIZE/ GENDER, PRINTED 1 SIDE, FOLDED",,Trims
T0001917,"JK7 MENS WAIST LABEL-.-LABEL-ONEILL WOVEN LABEL WITH SIZE/ GENDER, PRINTED 1 SIDE, FOLDED",,Trims
T0001918,1957 S-A-HANGTAG STICKER-HANGTAG STICKER-HANGTAG STICKER - 1957 S-A,,Trims
T0001919,J45179-HMF23-J45179-HMF23-INSERT HANGTAG-JOKER TAG,,Trims
T0001920,.-M20CD3753-CORD-3mm round elastic cord,,Trims
T0001921,.-.-THREAD-ASTRA TEX27,,Trims
T0001922,.-YS0053-DRAWCORD-DRAW CORD WITH TIP,,Trims
T0001923,.-W8123LW-CAT HEAT LOGO-K-WAY LOGO 3D,,Trims
T0001924,.-W01WAW0 (EU)-HEAT TRANSFER LABEL-Levra size label,,Trims
T0001925,.-W61235W+W81286W+W5116NW-HANGTAG-COMBO HANGTAG,,Trims
T0001926,.-W21247W-CAT HEAT LOGO-K-WAY LOGO STICKER,,Trims
T0001927,.-W8126BW+W81286W +W5116NW-HANGTAG-COMBO HANGTAG,,Trims
T0001928,.-W01TT10 #3 + PULLER W004IB0 BLACK MATT-COIL ZIPPER-CF ZIPPER,,Trims
T0001929,BAD0674-.-BADGE-45X30MM SILICON RUBBER BADGE,,Trims
T0001930,ML5VYMJO/0007-6709480-ZIPPER-VYMJOR-56 DA8ONL6 EF PBR4D GREEN-F KENSIN N-ANTI NEWKOB4 SLS580,,Trims
